System,Title,Status,result,iStatus,Detail,Open Date,Closed Date,Status
10.23.67.85,MBSS-OS-Red Hat Linux  72 - 5.4.4 Ensure default user umask is 027 or more restrictive - /etc/profile /etc/profile.d/*.sh,WARNING,"""MBSS-OS-Red Hat Linux  72 - 5.4.4 Ensure default user umask is 027 or more restrictive - /etc/profile /etc/profile.d/*.sh"" : [WARNING] The default umask determines the permissions of files created by users. The user creating the file has the discretion of making their files and directories readable by others via the chmod command. Users who wish to allow their files and directories to be readable by others by default may choose a different default umask by inserting the umask command into the standard shell configuration files ( .profile , .bashrc , etc.) in their home directories.

Rationale:

Setting a very secure default value for umask ensures that users make a conscious choice about their file permissions. A default umask setting of 077 causes files and directories created by users to not be readable by any other user on the system. A umask of 027 would make files and directories readable by users in the same Unix group, while a umask of 022 would make files readable by every user on the system.

CMD_EXEC_CHECKS do not work against the localhost - try from a different host or in command-line

Solution : 

Edit the /etc/bashrc, /etc/profile and /etc/profile.d/*.sh files (and the appropriate files for any other shell supported on your system) and add or edit any umask parameters as follows:
umask 027

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|AC-3,800-171|3.1.1,CSF|PR.AC-4,CSF|PR.PT-3,ITSG-33|AC-3,CCE|CCE-80204-1,LEVEL|1S ",2,"""MBSS-OS-Red Hat Linux  72 - 5.4.4 Ensure default user umask is 027 or more restrictive - /etc/profile /etc/profile.d/*.sh"" : [WARNING] The default umask determines the permissions of files created by users. The user creating the file has the discretion of making their files and directories readable by others via the chmod command. Users who wish to allow their files and directories to be readable by others by default may choose a different default umask by inserting the umask command into the standard shell configuration files ( .profile , .bashrc , etc.) in their home directories.

Rationale:

Setting a very secure default value for umask ensures that users make a conscious choice about their file permissions. A default umask setting of 077 causes files and directories created by users to not be readable by any other user on the system. A umask of 027 would make files and directories readable by users in the same Unix group, while a umask of 022 would make files readable by every user on the system.

CMD_EXEC_CHECKS do not work against the localhost - try from a different host or in command-line

Solution : 

Edit the /etc/bashrc, /etc/profile and /etc/profile.d/*.sh files (and the appropriate files for any other shell supported on your system) and add or edit any umask parameters as follows:
umask 027

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|AC-3,800-171|3.1.1,CSF|PR.AC-4,CSF|PR.PT-3,ITSG-33|AC-3,CCE|CCE-80204-1,LEVEL|1S ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  72 - 5.4.4 Ensure default user umask is 027 or more restrictive - /etc/bashrc,FAILED,"""MBSS-OS-Red Hat Linux  72 - 5.4.4 Ensure default user umask is 027 or more restrictive - /etc/bashrc"" : [FAILED] The default umask determines the permissions of files created by users. The user creating the file has the discretion of making their files and directories readable by others via the chmod command. Users who wish to allow their files and directories to be readable by others by default may choose a different default umask by inserting the umask command into the standard shell configuration files ( .profile , .bashrc , etc.) in their home directories.

Rationale:

Setting a very secure default value for umask ensures that users make a conscious choice about their file permissions. A default umask setting of 077 causes files and directories created by users to not be readable by any other user on the system. A umask of 027 would make files and directories readable by users in the same Unix group, while a umask of 022 would make files readable by every user on the system.

Remote value: 

Non-compliant file(s):
      /etc/bashrc - regex '^[\s]*umask[\s]' found - expect '^[\s]*umask[\s]+[0-7][2-7]7[\s]*$' not found in the following lines:
          71:        umask 002           73:        umask 022

Solution : 

Edit the /etc/bashrc, /etc/profile and /etc/profile.d/*.sh files (and the appropriate files for any other shell supported on your system) and add or edit any umask parameters as follows:
umask 027

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|AC-3,800-171|3.1.1,CSF|PR.AC-4,CSF|PR.PT-3,ITSG-33|AC-3,CCE|CCE-80202-5,LEVEL|1S ",3,"""MBSS-OS-Red Hat Linux  72 - 5.4.4 Ensure default user umask is 027 or more restrictive - /etc/bashrc"" : [FAILED] The default umask determines the permissions of files created by users. The user creating the file has the discretion of making their files and directories readable by others via the chmod command. Users who wish to allow their files and directories to be readable by others by default may choose a different default umask by inserting the umask command into the standard shell configuration files ( .profile , .bashrc , etc.) in their home directories.

Rationale:

Setting a very secure default value for umask ensures that users make a conscious choice about their file permissions. A default umask setting of 077 causes files and directories created by users to not be readable by any other user on the system. A umask of 027 would make files and directories readable by users in the same Unix group, while a umask of 022 would make files readable by every user on the system.

Remote value: 

Non-compliant file(s):
      /etc/bashrc - regex '^[\s]*umask[\s]' found - expect '^[\s]*umask[\s]+[0-7][2-7]7[\s]*$' not found in the following lines:
          71:        umask 002           73:        umask 022

Solution : 

Edit the /etc/bashrc, /etc/profile and /etc/profile.d/*.sh files (and the appropriate files for any other shell supported on your system) and add or edit any umask parameters as follows:
umask 027

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|AC-3,800-171|3.1.1,CSF|PR.AC-4,CSF|PR.PT-3,ITSG-33|AC-3,CCE|CCE-80202-5,LEVEL|1S ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  03 - 5.4.1.2 Ensure minimum days between password changes is 1 or more,PASSED,"""MBSS-OS-Red Hat Linux  03 - 5.4.1.2 Ensure minimum days between password changes is 1 or more"" : [PASSED] The PASS_MIN_DAYS parameter in /etc/login.defs allows an administrator to prevent users from changing their password until a minimum number of days have passed since the last time the user changed their password. It is recommended that PASS_MIN_DAYS parameter be set to 7 or more days.

Rationale:

By restricting the frequency of password changes, an administrator can prevent users from repeatedly changing their password in an attempt to circumvent password reuse controls.

Remote value: 

Compliant file(s):
      /etc/login.defs - regex '^[\s\t]*PASS_MIN_DAYS\s+' found - expect 'PASS_MIN_DAYS\s+([1-9]|[1-3][0-9]|4[1-4])\s*$' found in the following lines:
          26: PASS_MIN_DAYS	1

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|IA-5,CIP|007-6-R5,HIPAA|164.308(a)(5)(ii)(D),PCI-DSSv3.1|8.2.4,PCI-DSSv3.2|8.2.4,CN-L3|7.1.2.7(e),CN-L3|7.1.3.1(b),CSF|PR.AC-1,ISO/IEC-27001|A.9.4.3,ITSG-33|IA-5,SWIFT-CSCv1|4.1,TBA-FIISB|26.2.2,800-171|3.5.10,800-171|3.5.7,800-171|3.5.8,800-171|3.5.9,CCE|CCE-27002-5,LEVEL|1S ",0,"""MBSS-OS-Red Hat Linux  03 - 5.4.1.2 Ensure minimum days between password changes is 1 or more"" : [PASSED] The PASS_MIN_DAYS parameter in /etc/login.defs allows an administrator to prevent users from changing their password until a minimum number of days have passed since the last time the user changed their password. It is recommended that PASS_MIN_DAYS parameter be set to 7 or more days.

Rationale:

By restricting the frequency of password changes, an administrator can prevent users from repeatedly changing their password in an attempt to circumvent password reuse controls.

Remote value: 

Compliant file(s):
      /etc/login.defs - regex '^[\s\t]*PASS_MIN_DAYS\s+' found - expect 'PASS_MIN_DAYS\s+([1-9]|[1-3][0-9]|4[1-4])\s*$' found in the following lines:
          26: PASS_MIN_DAYS	1

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|IA-5,CIP|007-6-R5,HIPAA|164.308(a)(5)(ii)(D),PCI-DSSv3.1|8.2.4,PCI-DSSv3.2|8.2.4,CN-L3|7.1.2.7(e),CN-L3|7.1.3.1(b),CSF|PR.AC-1,ISO/IEC-27001|A.9.4.3,ITSG-33|IA-5,SWIFT-CSCv1|4.1,TBA-FIISB|26.2.2,800-171|3.5.10,800-171|3.5.7,800-171|3.5.8,800-171|3.5.9,CCE|CCE-27002-5,LEVEL|1S ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  02 - 5.4.1.1 Ensure password expiration is 45 days or less,PASSED,"""MBSS-OS-Red Hat Linux  02 - 5.4.1.1 Ensure password expiration is 45 days or less"" : [PASSED] The PASS_MAX_DAYS parameter in /etc/login.defs allows an administrator to force passwords to expire once they reach a defined age. It is recommended that the PASS_MAX_DAYS parameter be set to less than or equal to 45 days.

Rationale:

The window of opportunity for an attacker to leverage compromised credentials or successfully compromise credentials via an online brute force attack is limited by the age of the password. Therefore, reducing the maximum age of a password also reduces an attacker's window of opportunity.

Remote value: 

Compliant file(s):
      /etc/login.defs - regex '^[\s\t]*PASS_MAX_DAYS\s+' found - expect 'PASS_MAX_DAYS\s+([1-9]|[1-3][0-9]|4[0-5])\s*$' found in the following lines:
          25: PASS_MAX_DAYS	30

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|IA-5,CIP|007-6-R5,HIPAA|164.308(a)(5)(ii)(D),PCI-DSSv3.1|8.2.4,PCI-DSSv3.2|8.2.4,CN-L3|7.1.2.7(e),CN-L3|7.1.3.1(b),CSF|PR.AC-1,ISO/IEC-27001|A.9.4.3,ITSG-33|IA-5,SWIFT-CSCv1|4.1,TBA-FIISB|26.2.2,CSCv6|16,LEVEL|1S ",0,"""MBSS-OS-Red Hat Linux  02 - 5.4.1.1 Ensure password expiration is 45 days or less"" : [PASSED] The PASS_MAX_DAYS parameter in /etc/login.defs allows an administrator to force passwords to expire once they reach a defined age. It is recommended that the PASS_MAX_DAYS parameter be set to less than or equal to 45 days.

Rationale:

The window of opportunity for an attacker to leverage compromised credentials or successfully compromise credentials via an online brute force attack is limited by the age of the password. Therefore, reducing the maximum age of a password also reduces an attacker's window of opportunity.

Remote value: 

Compliant file(s):
      /etc/login.defs - regex '^[\s\t]*PASS_MAX_DAYS\s+' found - expect 'PASS_MAX_DAYS\s+([1-9]|[1-3][0-9]|4[0-5])\s*$' found in the following lines:
          25: PASS_MAX_DAYS	30

See Also : 

https://workbench.cisecurity.org/files/1860

Reference(s) : 

800-53|IA-5,CIP|007-6-R5,HIPAA|164.308(a)(5)(ii)(D),PCI-DSSv3.1|8.2.4,PCI-DSSv3.2|8.2.4,CN-L3|7.1.2.7(e),CN-L3|7.1.3.1(b),CSF|PR.AC-1,ISO/IEC-27001|A.9.4.3,ITSG-33|IA-5,SWIFT-CSCv1|4.1,TBA-FIISB|26.2.2,CSCv6|16,LEVEL|1S ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 104 - 5.1.5 Ensure permissions on /etc/cron.weekly are configured,FAILED,"""MBSS-OS-Red Hat Linux 104 - 5.1.5 Ensure permissions on /etc/cron.weekly are configured"" : [FAILED] The /etc/cron.weekly directory contains system cron jobs that need to run on a weekly basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.

Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.

The file /etc/cron.weekly with fmode owner: root group: root mode: 0755 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/cron.weekly

Solution : 

# chown root:root /etc/cron.weekly  # chmod og-rwx /etc/cron.weekly

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",3,"""MBSS-OS-Red Hat Linux 104 - 5.1.5 Ensure permissions on /etc/cron.weekly are configured"" : [FAILED] The /etc/cron.weekly directory contains system cron jobs that need to run on a weekly basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.

Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.

The file /etc/cron.weekly with fmode owner: root group: root mode: 0755 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/cron.weekly

Solution : 

# chown root:root /etc/cron.weekly  # chmod og-rwx /etc/cron.weekly

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 103 - 5.1.4 Ensure permissions on /etc/cron.daily are configured,FAILED,"""MBSS-OS-Red Hat Linux 103 - 5.1.4 Ensure permissions on /etc/cron.daily are configured"" : [FAILED] The /etc/cron.daily directory contains system cron jobs that need to run on a daily basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.

Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.

The file /etc/cron.daily with fmode owner: root group: root mode: 0755 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/cron.daily

Solution : 

# chown root:root /etc/cron.daily  # chmod og-rwx /etc/cron.daily

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",3,"""MBSS-OS-Red Hat Linux 103 - 5.1.4 Ensure permissions on /etc/cron.daily are configured"" : [FAILED] The /etc/cron.daily directory contains system cron jobs that need to run on a daily basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.

Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.

The file /etc/cron.daily with fmode owner: root group: root mode: 0755 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/cron.daily

Solution : 

# chown root:root /etc/cron.daily  # chmod og-rwx /etc/cron.daily

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 102 - 5.1.3 Ensure permissions on /etc/cron.hourly are configured,FAILED,"""MBSS-OS-Red Hat Linux 102 - 5.1.3 Ensure permissions on /etc/cron.hourly are configured"" : [FAILED] This directory contains system cron jobs that need to run on an hourly basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.

Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.

The file /etc/cron.hourly with fmode owner: root group: root mode: 0755 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/cron.hourly

Solution : 

# chown root:root /etc/cron.hourly  # chmod og-rwx /etc/cron.hourly

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",3,"""MBSS-OS-Red Hat Linux 102 - 5.1.3 Ensure permissions on /etc/cron.hourly are configured"" : [FAILED] This directory contains system cron jobs that need to run on an hourly basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.

Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.

The file /etc/cron.hourly with fmode owner: root group: root mode: 0755 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/cron.hourly

Solution : 

# chown root:root /etc/cron.hourly  # chmod og-rwx /etc/cron.hourly

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 101 - 5.1.7 Ensure permissions on /etc/cron.d are configured,FAILED,"""MBSS-OS-Red Hat Linux 101 - 5.1.7 Ensure permissions on /etc/cron.d are configured"" : [FAILED] The /etc/crontab file is used by cron to control its own jobs. The commands in this item make here sure that root is the user and group owner of the file and is the only user that can read and write the file.

This file contains information on what system jobs are run by cron. Write access to these files could provide unprivileged users with the ability to elevate their privileges. Read access to these files could provide users with the ability to gain insight on system jobs that run on the system and could provide them a way to gain unauthorized privileged access.

The file /etc/crontab with fmode owner: root group: root mode: 0644 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/crontab

Solution : 

# chown root:root /etc/crontab  # chmod og-rwx /etc/crontab

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",3,"""MBSS-OS-Red Hat Linux 101 - 5.1.7 Ensure permissions on /etc/cron.d are configured"" : [FAILED] The /etc/crontab file is used by cron to control its own jobs. The commands in this item make here sure that root is the user and group owner of the file and is the only user that can read and write the file.

This file contains information on what system jobs are run by cron. Write access to these files could provide unprivileged users with the ability to elevate their privileges. Read access to these files could provide users with the ability to gain insight on system jobs that run on the system and could provide them a way to gain unauthorized privileged access.

The file /etc/crontab with fmode owner: root group: root mode: 0644 attr: -------------e-- uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: root mask: 0077 uneven permissions : TRUE 


Remote value: 

/etc/crontab

Solution : 

# chown root:root /etc/crontab  # chmod og-rwx /etc/crontab

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 100 Set User/Group Owner and Permission on /etc/anacrontab,PASSED,"""MBSS-OS-Red Hat Linux 100 Set User/Group Owner and Permission on /etc/anacrontab"" : [PASSED] The /etc/anacrontab file is used by anacron to control its own jobs. The commands in this item make sure that root is the user and group owner of the file and is the only user that can read and write the file.

This file contains information on what system jobs are run by anacron. Write access to these files could provide unprivileged users with the ability to elevate their privileges. Read access to these files could provide users with the ability to gain insight on system jobs that run on the system and could provide them a way to gain unauthorized privileged access.



Remote value: 



See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",0,"""MBSS-OS-Red Hat Linux 100 Set User/Group Owner and Permission on /etc/anacrontab"" : [PASSED] The /etc/anacrontab file is used by anacron to control its own jobs. The commands in this item make sure that root is the user and group owner of the file and is the only user that can read and write the file.

This file contains information on what system jobs are run by anacron. Write access to these files could provide unprivileged users with the ability to elevate their privileges. Read access to these files could provide users with the ability to gain insight on system jobs that run on the system and could provide them a way to gain unauthorized privileged access.



Remote value: 



See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-6,800-171|3.4.2,CSF|PR.IP-1,800-53|AC-3,CSF|PR.AC-4,LEVEL|1S,PCI-DSS|2.2.4 ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 99 - 5.1.1 Ensure cron daemon is enabled,WARNING,"""MBSS-OS-Red Hat Linux 99 - 5.1.1 Ensure cron daemon is enabled"" : [WARNING] The crond daemon is used to execute batch jobs on the system.

While there may not be user jobs that need to be run on the system, the system does have maintenance jobs that may include security monitoring that have to run and crond is used to execute them.

CMD_EXEC_CHECKS do not work against the localhost - try from a different host or in command-line

Solution : 

# systemctl enable crond

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-7,800-171|3.4.6,800-171|3.4.7,CSF|PR.IP-1,CSF|PR.PT-3,LEVEL|1S ",2,"""MBSS-OS-Red Hat Linux 99 - 5.1.1 Ensure cron daemon is enabled"" : [WARNING] The crond daemon is used to execute batch jobs on the system.

While there may not be user jobs that need to be run on the system, the system does have maintenance jobs that may include security monitoring that have to run and crond is used to execute them.

CMD_EXEC_CHECKS do not work against the localhost - try from a different host or in command-line

Solution : 

# systemctl enable crond

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|CM-7,800-171|3.4.6,800-171|3.4.7,CSF|PR.IP-1,CSF|PR.PT-3,LEVEL|1S ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 98 Enable anacron Daemon,PASSED,"""MBSS-OS-Red Hat Linux 98 Enable anacron Daemon"" : [PASSED] The anacron daemon is used on systems that are not up 24x7. The anacron daemon will execute jobs that would have normally been run had the system not been down.

Cron jobs may include critical security or administrative functions that need to run on a regular basis. Use this daemon on machines that are not up 24x7, or if there are jobs that need to be executed after the system has been brought back up after a maintenance window.

The local RPM is newer than cronie-anacron-0.0.0-0 (cronie-anacron-1.4.11-17.el7)

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|SI-2,800-171|3.14.1,CSF|ID.RA-1,CSF|PR.IP-12,LEVEL|1S ",0,"""MBSS-OS-Red Hat Linux 98 Enable anacron Daemon"" : [PASSED] The anacron daemon is used on systems that are not up 24x7. The anacron daemon will execute jobs that would have normally been run had the system not been down.

Cron jobs may include critical security or administrative functions that need to run on a regular basis. Use this daemon on machines that are not up 24x7, or if there are jobs that need to be executed after the system has been brought back up after a maintenance window.

The local RPM is newer than cronie-anacron-0.0.0-0 (cronie-anacron-1.4.11-17.el7)

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|SI-2,800-171|3.14.1,CSF|ID.RA-1,CSF|PR.IP-12,LEVEL|1S ",2018-07-24T13:06:28.957Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 97 - 4.1.16 Ensure system administrator actions (sudolog) are collected,FAILED,"""MBSS-OS-Red Hat Linux 97 - 4.1.16 Ensure system administrator actions (sudolog) are collected"" : [FAILED] Monitor the sudo log file. If the system has been properly configured to disable the use of the su command and force all administrators to have to log in first and then use sudo to execute privileged commands, then all administrator commands will be logged to /var/log/sudo.log. Any time a command is executed, an audit event will be triggered as the /var/log/sudo.log file will be opened for write and the executed administration command will be written to the log.

Changes in /var/log/sudo.log indicate that an administrator has executed a command or the log file itself has been tampered with. Administrators will want to correlate the events written to the audit trail with the records written to /var/log/sudo.log to verify if unauthorized commands have been executed.

The file ""/etc/audit/audit.rules"" does not contain ""^[\s]*-w[\s]+/var/log/sudo\.log[\s]+-p[\s]+wa[\s]+-k[\s]+actions[\s]*$""

Solution : 

Add the following lines to the /etc/audit/audit.rules file.
 -w /var/log/sudo.log -p wa -k actions  #

Execute the following command to restart auditd  # pkill -HUP -P 1 auditd

Note: The system must be configured with su disabled (See Item 7.6 Restrict Access to the su Command) to force all command execution through sudo. This will not be effective on the console, as administrators can log in as root.

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|AU-12,800-171|3.3.1,800-171|3.3.2,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|PR.PT-1,800-53|AU-2,HIPAA|164.312(b),LEVEL|2S,PCI-DSS|10.1,PCI-DSS|10.2.2,SANS-CSC|12-1 ",3,"""MBSS-OS-Red Hat Linux 97 - 4.1.16 Ensure system administrator actions (sudolog) are collected"" : [FAILED] Monitor the sudo log file. If the system has been properly configured to disable the use of the su command and force all administrators to have to log in first and then use sudo to execute privileged commands, then all administrator commands will be logged to /var/log/sudo.log. Any time a command is executed, an audit event will be triggered as the /var/log/sudo.log file will be opened for write and the executed administration command will be written to the log.

Changes in /var/log/sudo.log indicate that an administrator has executed a command or the log file itself has been tampered with. Administrators will want to correlate the events written to the audit trail with the records written to /var/log/sudo.log to verify if unauthorized commands have been executed.

The file ""/etc/audit/audit.rules"" does not contain ""^[\s]*-w[\s]+/var/log/sudo\.log[\s]+-p[\s]+wa[\s]+-k[\s]+actions[\s]*$""

Solution : 

Add the following lines to the /etc/audit/audit.rules file.
 -w /var/log/sudo.log -p wa -k actions  #

Execute the following command to restart auditd  # pkill -HUP -P 1 auditd

Note: The system must be configured with su disabled (See Item 7.6 Restrict Access to the su Command) to force all command execution through sudo. This will not be effective on the console, as administrators can log in as root.

See Also : 

https://benchmarks.cisecurity.org/tools2/linux/CIS_Red_Hat_Enterprise_Linux_6_Benchmark_v2.1.0

Reference(s) : 

800-53|AU-12,800-171|3.3.1,800-171|3.3.2,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|PR.PT-1,800-53|AU-2,HIPAA|164.312(b),LEVEL|2S,PCI-DSS|10.1,PCI-DSS|10.2.2,SANS-CSC|12-1 ",2018-07-24T13:06:28.957Z,,open
